Date-Time,Pressure_Seeq,Velocity_Seeq,Density_Seeq,Example?Cooling_Tower_1?Area_A?Temperature
2022-10-15T06:32:00,65.76839298,6.704867424,2.923130584,79.32865
2022-10-15T06:34:00,65.76839298,6.712858495,2.922819566,79.19864463
2022-10-15T06:36:00,65.76839298,6.720849566,2.922508547,79.09900847
2022-10-15T06:38:00,65.76839298,6.728840638,2.922197529,78.94088
2022-10-15T06:40:00,65.76839298,6.736831709,2.92188651,78.79229231
2022-10-15T06:42:00,65.76839298,6.74482278,2.921575492,78.60247664
2022-10-15T06:44:00,65.76839298,6.752813851,2.921264474,78.41569672
2022-10-15T06:46:00,65.76839298,6.760804923,2.920953455,78.19190678
2022-10-15T06:48:00,65.76839298,6.768795994,2.920642437,78.05101653
2022-10-15T06:50:00,65.76839298,6.776787065,2.920331418,78.01120339
2022-10-15T06:52:00,65.76839298,6.784778136,2.9200204,77.98216667
2022-10-15T06:54:00,65.76839298,6.792769207,2.919709382,77.9517377
2022-10-15T06:56:00,65.76839298,6.800760279,2.919398363,77.95384615
2022-10-15T06:58:00,65.76839298,6.80875135,2.919087345,77.94412195
2022-10-15T07:00:00,65.76839298,6.816742421,2.918776326,77.953
2022-10-15T07:02:00,65.76839298,6.824733492,2.918465308,77.95235593
2022-10-15T07:04:00,65.76839298,6.820578983,2.920011971,77.9574
2022-10-15T07:06:00,65.76839298,6.81181753,2.922263271,77.98117094
2022-10-15T07:08:00,65.76839298,6.803056076,2.924514571,77.97171074
2022-10-15T07:10:00,65.76839298,6.794294623,2.926765871,77.85447458
2022-10-15T07:12:00,65.76839298,6.785533169,2.929017172,77.7198871
2022-10-15T07:14:00,65.76839298,6.776771716,2.931268472,77.61244828
2022-10-15T07:16:00,65.76839298,6.768010262,2.933519772,77.535725
2022-10-15T07:18:00,65.76839298,6.759248809,2.935771072,77.50013223
2022-10-15T07:20:00,65.76839298,6.750487355,2.938022373,77.4552562
2022-10-15T07:22:00,65.76839298,6.741725902,2.940273673,77.3449187
2022-10-15T07:24:00,65.76839298,6.732964448,2.942524973,77.2682
2022-10-15T07:26:00,65.76839298,6.724202995,2.944776273,77.22023387
2022-10-15T07:28:00,65.76839298,6.715441541,2.947027573,77.11570339
2022-10-15T07:30:00,65.76839298,6.706680088,2.949278874,77.0197686
2022-10-15T07:32:00,65.76839298,6.697918634,2.951530174,76.9764
2022-10-15T07:34:00,65.76839298,6.689157181,2.953781474,76.93881967
2022-10-15T07:36:00,65.76839298,6.680395727,2.956032774,76.928
2022-10-15T07:38:00,65.76839298,6.671634274,2.958284075,76.91308547
2022-10-15T07:40:00,65.76839298,6.66287282,2.960535375,76.94431148
2022-10-15T07:42:00,65.76839298,6.654111367,2.962786675,76.99005085
2022-10-15T07:44:00,65.76839298,6.645349913,2.965037975,77.00111667
2022-10-15T07:46:00,65.76839298,6.63658846,2.967289276,76.98317647
2022-10-15T07:48:00,65.76839298,6.627827006,2.969540576,76.934736
2022-10-15T07:50:00,65.76839298,6.619065553,2.971791876,76.9398087
2022-10-15T07:52:00,65.76839298,6.610304099,2.974043176,76.90853659
2022-10-15T07:54:00,65.76839298,6.601542646,2.976294477,76.9245
2022-10-15T07:56:00,65.76839298,6.592781192,2.978545777,76.9571
2022-10-15T07:58:00,65.76839298,6.584019739,2.980797077,76.97569748
2022-10-15T08:00:00,65.76839298,6.575258285,2.983048377,76.98463866
2022-10-15T08:02:00,65.76839298,6.566496832,2.985299677,77.01824793
2022-10-15T08:04:00,65.76839298,6.56302338,2.985963062,77.0777541
2022-10-15T08:06:00,65.76839298,6.561555722,2.986024133,77.18182353
2022-10-15T08:08:00,65.76839298,6.560088065,2.986085205,77.29961538
2022-10-15T08:10:00,65.76839298,6.558620407,2.986146277,77.43685714
2022-10-15T08:12:00,65.76839298,6.557152749,2.986207348,77.50808
2022-10-15T08:14:00,65.76839298,6.555685092,2.98626842,77.55270588
2022-10-15T08:16:00,65.76839298,6.554217434,2.986329491,77.57549153
2022-10-15T08:18:00,65.76839298,6.552749776,2.986390563,77.55881081
2022-10-15T08:20:00,65.76839298,6.551282119,2.986451634,77.59225532
2022-10-15T08:22:00,65.76839298,6.549814461,2.986512706,77.56586441
2022-10-15T08:24:00,65.76839298,6.548346803,2.986573778,77.51493333
2022-10-15T08:26:00,65.76839298,6.546879145,2.986634849,77.51247934
2022-10-15T08:28:00,65.76839298,6.545411488,2.986695921,77.53396
2022-10-15T08:30:00,65.76839298,6.54394383,2.986756992,77.53272414
2022-10-15T08:32:00,65.76839298,6.542476172,2.986818064,77.50287097
2022-10-15T08:34:00,65.76839298,6.541008515,2.986879135,77.44875439
2022-10-15T08:36:00,65.76839298,6.539540857,2.986940207,77.31774797
2022-10-15T08:38:00,65.76839298,6.538073199,2.987001279,77.18718644
2022-10-15T08:40:00,65.76839298,6.536605542,2.98706235,77.1057563
2022-10-15T08:42:00,65.76839298,6.535137884,2.987123422,77.10842857
2022-10-15T08:44:00,65.76839298,6.533670226,2.987184493,77.13854098
2022-10-15T08:46:00,65.76839298,6.532202568,2.987245565,77.18211111
2022-10-15T08:48:00,65.76839298,6.530734911,2.987306636,77.21275424
2022-10-15T08:50:00,65.76839298,6.529267253,2.987367708,77.29155738
2022-10-15T08:52:00,65.76839298,6.527799595,2.987428779,77.37310526
2022-10-15T08:54:00,65.76839298,6.526331938,2.987489851,77.45433871
2022-10-15T08:56:00,65.76839298,6.52486428,2.987550923,77.45488696
2022-10-15T08:58:00,65.76839298,6.523396622,2.987611994,77.3935625
2022-10-15T09:00:00,65.76839298,6.521928965,2.987673066,77.37092086
2022-10-15T09:02:00,65.76839298,6.520461307,2.987734137,77.24030928
2022-10-15T09:04:00,65.76839298,6.51951863,2.989111247,77.05964407
2022-10-15T09:06:00,65.76839298,6.518775084,2.990987544,76.92632203
2022-10-15T09:08:00,65.76839298,6.518031537,2.992863841,76.82901667
2022-10-15T09:10:00,65.76839298,6.517287991,2.994740138,76.72419835
2022-10-15T09:12:00,65.76839298,6.516544445,2.996616435,76.62007087
2022-10-15T09:14:00,65.76839298,6.515800899,2.998492732,76.54886441
2022-10-15T09:16:00,65.76839298,6.515057352,3.000369028,76.50606667
2022-10-15T09:18:00,65.76839298,6.514313806,3.002245325,76.44001681
2022-10-15T09:20:00,65.76839298,6.51357026,3.004121622,76.39780508
2022-10-15T09:22:00,65.76839298,6.512826714,3.005997919,76.38551695
2022-10-15T09:24:00,65.76839298,6.512083167,3.007874216,76.34689744
2022-10-15T09:26:00,65.76839298,6.511339621,3.009750513,76.24877778
2022-10-15T09:28:00,65.76839298,6.510596075,3.01162681,76.15149123
2022-10-15T09:30:00,65.76839298,6.509852528,3.013503106,75.99268595
2022-10-15T09:32:00,65.76839298,6.509108982,3.015379403,75.896275
2022-10-15T09:34:00,65.76839298,6.508365436,3.0172557,75.84522951
2022-10-15T09:36:00,65.76839298,6.50762189,3.019131997,75.74078151
2022-10-15T09:38:00,65.76839298,6.506878343,3.021008294,75.62741322
2022-10-15T09:40:00,65.76839298,6.506134797,3.022884591,75.56692437
2022-10-15T09:42:00,65.76839298,6.505391251,3.024760888,75.50857364
2022-10-15T09:44:00,65.76839298,6.504647705,3.026637185,75.47036522
2022-10-15T09:46:00,65.76839298,6.503904158,3.028513481,75.43132759
2022-10-15T09:48:00,65.76839298,6.503160612,3.030389778,75.45055738
2022-10-15T09:50:00,65.76839298,6.502417066,3.032266075,75.44406897
2022-10-15T09:52:00,65.76839298,6.50167352,3.034142372,75.43435772
2022-10-15T09:54:00,65.76839298,6.500929973,3.036018669,75.46244628
